kata,aspek,sentimen
musik,umum,negatif
biar,umum,negatif
lebih,umum,negatif
nikmat,umum,negatif
tempat,umum,negatif
obrol,umum,negatif
good,kenyamanan,positif
tempat,kenyamanan,positif
bersih,kenyamanan,positif
nyaman,kenyamanan,positif
layan,pelayanan,positif
ramah,pelayanan,positif
dingin,rasa,positif
buat,rasa,positif
nya,rasa,positif
rekomendasi,rasa,positif
kalau,rasa,positif
suka,rasa,positif
manis,rasa,positif
dingin,rasa,positif
putih,rasa,positif
tambah,rasa,positif
susu,rasa,positif
baik,rasa,positif
suka,rasa,positif
putih,rasa,positif
dingin,rasa,positif
buat,rasa,positif
kelapa,rasa,positif
nyata,rasa,positif
menu,rasa,positif
bakso,rasa,positif
sini,rasa,positif
rasa,rasa,positif
cukup,rasa,positif
enak,rasa,positif
dingin,umum,netral
putih,umum,netral
satu,umum,netral
the,umum,netral
baik,umum,netral
dingin,rasa,positif
putih,rasa,positif
satu,rasa,positif
the,rasa,positif
baik,rasa,positif
b,rasa,positif
rasa,rasa,positif
oke,rasa,positif
layan,pelayanan,negatif
staf,pelayanan,negatif
angin,pelayanan,negatif
angin,pelayanan,negatif
yang,pelayanan,negatif
baik,pelayanan,negatif
ada,pelayanan,negatif
yang,pelayanan,negatif
awal,pelayanan,negatif
rengut,pelayanan,negatif
muka,pelayanan,negatif
kayak,pelayanan,negatif
banyak,pelayanan,negatif
utang,pelayanan,negatif
layan,pelayanan,negatif
respon,pelayanan,negatif
asal,pelayanan,negatif
asal,pelayanan,negatif
baik,pelayanan,negatif
sayang,pelayanan,negatif
banget,pelayanan,negatif
tempat,pelayanan,negatif
premium,pelayanan,negatif
kok,pelayanan,negatif
kesan,pelayanan,negatif
medioker,pelayanan,negatif
keren,harga,negatif
si,harga,negatif
harga,harga,negatif
mahal,harga,negatif
kopi,rasa,positif
nya,rasa,positif
lumayan,rasa,positif
rumah,rasa,positif
campur,rasa,positif
nya,rasa,positif
rasa,rasa,positif
tempat,umum,positif
tongkrong,umum,positif
nyaman,umum,positif
strategis,umum,positif
menu,rasa,positif
minum,rasa,positif
kudap,rasa,positif
makan,rasa,positif
banyak,rasa,positif
pilih,rasa,positif
baik,rasa,positif
baik,rasa,positif
layan,pelayanan,positif
sangat,pelayanan,positif
muas,pelayanan,positif
tempat,umum,positif
asik,umum,positif
kopi,rasa,positif
mantap,rasa,positif
baik,umum,positif
kopi,umum,positif
toko,umum,positif
benar,umum,positif
kopi,umum,positif
kasih,umum,positif
bukan,umum,positif
kaleng,umum,positif
kaleng,umum,positif
pertama,umum,positif
kali,umum,positif
gerai,umum,positif
coba,umum,positif
piccolo,umum,positif
terima,umum,positif
tempat,kenyamanan,positif
suasana,kenyamanan,positif
nyaman,kenyamanan,positif
banget,kenyamanan,positif
enak,kenyamanan,positif
buat,kenyamanan,positif
tongkrong,kenyamanan,positif
sama,kenyamanan,positif
teman,kenyamanan,positif
teman,kenyamanan,positif
keluarga,kenyamanan,positif
suasana,umum,positif
nya,umum,positif
enak,umum,positif
langsung,umum,positif
musik,umum,positif
minum,rasa,positif
makan,rasa,positif
enak,rasa,positif
dingin,rasa,positif
buat,rasa,positif
nya,rasa,positif
enak,rasa,positif
banget,rasa,positif
tempat,kenyamanan,positif
nyaman,kenyamanan,positif
makan,rasa,positif
lumayan,rasa,positif
waktu,pelayanan,netral
layan,pelayanan,netral
nya,pelayanan,netral
lama,pelayanan,netral
layan,pelayanan,netral
oke,pelayanan,netral
tingkat,pelayanan,netral
kopi,rasa,positif
enak,rasa,positif
tempat,umum,positif
tongkrong,umum,positif
asik,umum,positif
surabaya,umum,positif
barat,umum,positif
konsep,umum,positif
unik,umum,positif
serba,umum,positif
merah,umum,positif
tempat,kenyamanan,positif
santai,kenyamanan,positif
banget,kenyamanan,positif
pas,kenyamanan,positif
sana,kenyamanan,positif
langsung,kenyamanan,positif
musik,kenyamanan,positif
jadi,kenyamanan,positif
minum,kenyamanan,positif
kopi,kenyamanan,positif
lebih,kenyamanan,positif
nikmat,kenyamanan,positif
layan,pelayanan,positif
bagus,pelayanan,positif
tempat,kenyamanan,positif
lumayan,kenyamanan,positif
nyaman,kenyamanan,positif
kalau,kenyamanan,positif
siang,kenyamanan,positif
udara,kenyamanan,positif
panas,kenyamanan,positif
utama,kenyamanan,positif
lantai,kenyamanan,positif
atas,kenyamanan,positif
tempat,kenyamanan,positif
nyaman,kenyamanan,positif
nongkrong,kenyamanan,positif
nongkrong,kenyamanan,positif
tempat,kenyamanan,positif
sejuk,kenyamanan,positif
sekitar,kenyamanan,positif
banyak,kenyamanan,positif
pohon,kenyamanan,positif
nyaman,kenyamanan,positif
buat,kenyamanan,positif
kawula,kenyamanan,positif
muda,kenyamanan,positif
tongkrong,kenyamanan,positif
tempat,kenyamanan,positif
nyaman,kenyamanan,positif
aman,kenyamanan,positif
lokasi,umum,positif
tengah,umum,positif
kota,umum,positif
surabaya,umum,positif
area,umum,positif
parkir,umum,positif
luas,umum,positif
aman,umum,positif
dekat,umum,positif
mall,umum,positif
besar,umum,positif
kopi,rasa,netral
nya,rasa,netral
bukan,rasa,netral
saya,rasa,netral
kalau,rasa,netral
pahit,rasa,netral
manis,rasa,netral
cuma,rasa,netral
camlian,rasa,netral
makan,rasa,netral
nya,rasa,netral
oke,rasa,netral
tempat,kenyamanan,positif
buat,kenyamanan,positif
nongkrong,kenyamanan,positif
nyaman,kenyamanan,positif
buat,umum,negatif
kerja,umum,negatif
kurang,umum,negatif
dukung,umum,negatif
terlalu,umum,negatif
ramai,umum,negatif
di,umum,negatif
lantai,umum,negatif
stopkontak,umum,negatif
listrik,umum,negatif
ada,umum,negatif
tempat,umum,netral
cuman,umum,netral
berisik,umum,netral
tempat,umum,netral
lumayan,umum,netral
kecil,umum,netral
langsung,umum,netral
musik,umum,netral
oke,umum,netral
cuman,umum,netral
kadang,umum,netral
dengar,umum,netral
banyak,umum,netral
obrol,umum,netral
tempat,umum,positif
tongkrong,umum,positif
makan,umum,positif
makan,umum,positif
santai,umum,positif
masakan,umum,positif
cina,umum,positif
korea,umum,positif
hidang,umum,positif
laut,umum,positif
toilet,umum,positif
jamin,umum,positif
bersih,umum,positif
buat,umum,netral
tongkrong,umum,netral
malam,umum,netral
kopi,rasa,positif
enak,rasa,positif
makan,rasa,negatif
kurang,rasa,negatif
enak,rasa,negatif
banding,rasa,negatif
harga,rasa,negatif
layan,pelayanan,negatif
lama,pelayanan,negatif
pesan,pelayanan,negatif
minum,pelayanan,negatif
pulang,pelayanan,negatif
keluar,pelayanan,negatif
tempat,umum,positif
parkir,umum,positif
luas,umum,positif
ruang,umum,positif
luar,umum,positif
ruang,umum,positif
utama,umum,positif
punya,umum,positif
dingin,umum,positif
ruang,umum,positif
lantai,umum,positif
asik,umum,positif
gaul,umum,positif
luar,umum,positif
tempat,kenyamanan,positif
nyaman,kenyamanan,positif
banget,kenyamanan,positif
layan,pelayanan,positif
mantap,pelayanan,positif
cuman,harga,negatif
harga,harga,negatif
makan,harga,negatif
bikin,harga,negatif
kantong,harga,negatif
kempis,harga,negatif
tempat,umum,positif
bagus,umum,positif
bersih,umum,positif
makan,rasa,positif
kopi,rasa,positif
enak,rasa,positif
keren,umum,positif
macam,rasa,positif
menu,rasa,positif
makan,rasa,positif
minum,rasa,positif
baik,rasa,positif
tempat,rasa,positif
good,rasa,positif
makan,rasa,positif
minum,rasa,positif
tempat,umum,positif
oke,umum,positif
bersih,umum,positif
cukup,umum,positif
bersih,umum,positif
maaf,rasa,netral
kalau,rasa,netral
rasa,rasa,netral
begitu,rasa,netral
ya,rasa,netral
kopi,rasa,positif
nya,rasa,positif
enak,rasa,positif
tempat,kenyamanan,positif
enak,kenyamanan,positif
buat,kenyamanan,positif
kumpul,kenyamanan,positif
sama,kenyamanan,positif
teman,kenyamanan,positif
layan,pelayanan,positif
ramah,pelayanan,positif
makan,rasa,positif
good,rasa,positif
cocok,umum,positif
buat,umum,positif
tongkrong,umum,positif
sama,umum,positif
keluarga,umum,positif
harga,harga,negatif
mahal,harga,negatif
layan,pelayanan,negatif
buruk,pelayanan,negatif
tanamera,umum,negatif
tanya,umum,negatif
kalian,umum,negatif
singkat,umum,negatif
pegawai,umum,negatif
emang,umum,negatif
sama,umum,negatif
cappucinno,umum,negatif
sama,umum,negatif
kopi,umum,negatif
ambil,umum,negatif
pergi,umum,negatif
dua,umum,negatif
tanya,umum,negatif
sama,umum,negatif
nona,umum,negatif
sana,umum,negatif
kata,umum,negatif
sama,umum,negatif
aja,umum,negatif
tempat,kenyamanan,positif
nyaman,kenyamanan,positif
pilih,kenyamanan,positif
rokok,kenyamanan,positif
area,kenyamanan,positif
tidak,kenyamanan,positif
rokok,kenyamanan,positif
tempat,kenyamanan,positif
jadi,kenyamanan,positif
prioritas,kenyamanan,positif
nyaman,kenyamanan,positif
langgan,kenyamanan,positif
tempat,umum,positif
oke,umum,positif
menu,harga,negatif
makan,harga,negatif
timpal,harga,negatif
rasa,harga,negatif
sama,harga,negatif
harga,harga,negatif
kopi,rasa,positif
enak,rasa,positif
makan,rasa,positif
enak,rasa,positif
tempat,umum,positif
enak,umum,positif
harga,harga,netral
rupa,harga,netral
suasana,umum,positif
oke,umum,positif
tambah,umum,positif
jenis,umum,positif
kopi,umum,positif
cara,umum,positif
saji,umum,positif
dong,umum,positif
nyaman,kenyamanan,positif
banget,kenyamanan,positif
buat,kenyamanan,positif
santai,kenyamanan,positif
temu,kenyamanan,positif
tempat,umum,positif
tongkrong,umum,positif
geng,umum,positif
motor,umum,positif
oke,umum,positif
aja,umum,positif
tempat,umum,positif
mahal,harga,netral
tidak,harga,netral
murah,harga,netral
cukup,harga,netral
enak,rasa,positif
harga,rasa,positif
mahal,rasa,positif
baik,kenyamanan,positif
tempat,kenyamanan,positif
tempat,kenyamanan,positif
nyaman,kenyamanan,positif
pisah,kenyamanan,positif
rokok,kenyamanan,positif
area,kenyamanan,positif
tidak,kenyamanan,positif
rokok,kenyamanan,positif
area,kenyamanan,positif
baik,umum,positif
tempat,umum,positif
baik,umum,positif
pandang,umum,positif
soal,rasa,positif
makan,rasa,positif
tidak,rasa,positif
ragu,rasa,positif
enak,rasa,positif
siap,umum,negatif
bau,umum,negatif
asap,umum,negatif
rokok,umum,negatif
meski,umum,negatif
duduk,umum,negatif
ruang,umum,negatif
karena,umum,negatif
pintu,umum,negatif
tidak,umum,negatif
tutup,umum,negatif
baik,umum,negatif
layan,pelayanan,positif
cepat,pelayanan,positif
layan,pelayanan,positif
ramah,pelayanan,positif
kopi,rasa,positif
nya,rasa,positif
enak,rasa,positif
tempat,kenyamanan,positif
bagus,kenyamanan,positif
bersih,kenyamanan,positif
nyaman,kenyamanan,positif
panas,umum,negatif
kualitas,rasa,netral
makan,rasa,netral
minum,rasa,netral
biasa,rasa,netral
langsung,umum,netral
musik,umum,netral
nya,umum,netral
pas,umum,netral
hari,umum,netral
sabtu,umum,netral
mantap,umum,positif
tempat,kenyamanan,positif
nyaman,kenyamanan,positif
santai,kenyamanan,positif
minum,kenyamanan,positif
kopi,kenyamanan,positif
makan,rasa,positif
telah,rasa,positif
buka,umum,netral
malam,umum,netral
tempat,umum,netral
oke,umum,netral
dingin,umum,netral
ruang,umum,netral
nya,umum,netral
dingin,umum,netral
sekali,umum,netral
makan,rasa,positif
enak,rasa,positif
kopi,rasa,positif
variasi,rasa,positif
kafe,umum,positif
nya,umum,positif
tempat,umum,positif
nya,umum,positif
ok,umum,positif
rasa,rasa,netral
makan,rasa,netral
cenderung,rasa,netral
biasa,rasa,netral
kopi,rasa,netral
ok,rasa,netral
relatif,harga,negatif
sangat,harga,negatif
mahal,harga,negatif
tempat,umum,positif
oke,umum,positif
pokok,umum,positif
nya,umum,positif
rekomendasi,umum,positif
banget,umum,positif
makan,rasa,positif
enak,rasa,positif
tempat,rasa,positif
oke,rasa,positif
banget,rasa,positif
kopi,rasa,positif
enak,rasa,positif
suasana,umum,positif
nyaman,umum,positif
enak,umum,positif
buat,umum,positif
tongkrong,umum,positif
temu,umum,positif
enak,umum,positif
sekali,umum,positif
buat,umum,positif
kumpul,umum,positif
makan,rasa,positif
enak,rasa,positif
temu,rasa,positif
cita,rasa,positif
rasa,rasa,positif
kopi,rasa,positif
sini,rasa,positif
sangat,umum,positif
puas,umum,positif
jadi,umum,positif
nongkrong,umum,positif
ideal,umum,positif
tiap,umum,positif
hari,umum,positif
kafe,umum,positif
tempat,kenyamanan,positif
nya,kenyamanan,positif
nyaman,kenyamanan,positif
langsung,kenyamanan,positif
sembah,kenyamanan,positif
akustik,kenyamanan,positif
asik,kenyamanan,positif
buat,kenyamanan,positif
tongkrong,kenyamanan,positif
tempat,kenyamanan,positif
lebih,kenyamanan,positif
ramai,kenyamanan,positif
sini,kenyamanan,positif
tetap,kenyamanan,positif
sangat,kenyamanan,positif
nyaman,kenyamanan,positif
bangun,umum,positif
bagus,umum,positif
potret,umum,positif
menu,umum,positif
variatif,umum,positif
harga,harga,positif
timpal,harga,positif
layan,pelayanan,negatif
aja,pelayanan,negatif
agak,pelayanan,negatif
lama,pelayanan,negatif
masa,pelayanan,negatif
mati,pelayanan,negatif
dingin,pelayanan,negatif
ruang,pelayanan,negatif
ruang,pelayanan,negatif
vip,pelayanan,negatif
padahal,pelayanan,negatif
sen,pelayanan,negatif
banyak,pelayanan,negatif
profesional,pelayanan,negatif
makan,rasa,positif
sama,rasa,positif
minum,rasa,positif
enak,rasa,positif
tempat,kenyamanan,positif
nongkrong,kenyamanan,positif
temu,kenyamanan,positif
santai,kenyamanan,positif
nuansa,kenyamanan,positif
alami,kenyamanan,positif
nyaman,kenyamanan,positif
mantap,kenyamanan,positif
tempat,umum,positif
nya,umum,positif
enak,umum,positif
kalau,umum,positif
bawa,umum,positif
mobil,umum,positif
susah,umum,positif
parkir,umum,positif
minum,rasa,positif
enak,rasa,positif
banyak,rasa,positif
banget,rasa,positif
jual,rasa,positif
luar,rasa,positif
kopi,rasa,positif
juara,rasa,positif
nyaman,kenyamanan,positif
tempat,kenyamanan,positif
kopi,rasa,positif
nya,rasa,positif
enak,rasa,positif
juara,rasa,positif
sangat,kenyamanan,negatif
ramai,kenyamanan,negatif
kurang,kenyamanan,negatif
dingin,kenyamanan,negatif
ruang,kenyamanan,negatif
harga,harga,negatif
mahal,harga,negatif
enak,rasa,positif
ada,umum,netral
lokasi,umum,netral
surabaya,umum,netral
barat,umum,netral
lumayan,umum,positif
lah,umum,positif
kalau,umum,positif
sana,umum,positif
ada,umum,positif
tingkat,umum,positif
revisi,umum,positif
lama,pelayanan,netral
saji,pelayanan,netral
pesan,pelayanan,netral
mungkin,pelayanan,netral
ramai,pelayanan,netral
unjung,pelayanan,netral
buah,umum,positif
restoran,umum,positif
kafe,umum,positif
senang,umum,positif
tempat,umum,positif
tempat,umum,positif
kumpul,umum,positif
kawula,umum,positif
muda,umum,positif
anda,umum,positif
jiwa,umum,positif
mudah,umum,positif
kopi,rasa,positif
enak,rasa,positif
pilih,rasa,positif
lebih,rasa,positif
luar,rasa,positif
mendung,rasa,positif
baik,rasa,positif
lokasi,umum,positif
parkir,umum,positif
luas,umum,positif
gratis,umum,positif
putih,rasa,positif
kopi,rasa,positif
karamel,rasa,positif
kelapa,rasa,positif
kopi,rasa,positif
nya,rasa,positif
sangat,rasa,positif
enak,rasa,positif
sangat,pelayanan,negatif
buruk,pelayanan,negatif
layan,pelayanan,negatif
kasar,pelayanan,negatif
tempat,umum,positif
bagus,umum,positif
strategi,umum,positif
nyaman,umum,positif
buat,umum,positif
tongkrong,umum,positif
lumayan,umum,positif
jauh,umum,positif
sih,umum,positif
enak,umum,positif
buat,umum,positif
gaul,umum,positif
luar,umum,positif
foto,umum,positif
kopi,rasa,positif
mantap,rasa,positif
tempat,kenyamanan,positif
nyaman,kenyamanan,positif
layan,pelayanan,positif
ramah,pelayanan,positif
tempat,kenyamanan,positif
nyaman,kenyamanan,positif
kopi,rasa,positif
lokal,rasa,positif
kualitas,rasa,positif
semua,rasa,positif
arabica,rasa,positif
oke,umum,positif
si,umum,positif
tempat,umum,positif
mantap,umum,positif
makan,rasa,netral
nya,rasa,netral
biasa,rasa,netral
aja,rasa,netral
harga,harga,negatif
mahal,harga,negatif
banget,harga,negatif
tempat,umum,positif
enak,umum,positif
buat,umum,positif
temu,umum,positif
lumayan,umum,positif
bukan,umum,positif
selera,umum,positif
moga,umum,positif
makin,umum,positif
baik,umum,positif
wajib,rasa,positif
coba,rasa,positif
nasi,rasa,positif
goreng,rasa,positif
tanamera,rasa,positif
bawang,rasa,positif
ring,rasa,positif
enak,rasa,positif
sangat,kenyamanan,positif
nyaman,kenyamanan,positif
tempat,umum,positif
asik,umum,positif
buat,umum,positif
tongkrong,umum,positif
minum,umum,positif
kopi,umum,positif
cakap,umum,positif
tempat,umum,positif
nongkrongnya,umum,positif
daging,rasa,positif
sapi,rasa,positif
burgernya,rasa,positif
enak,rasa,positif
timpal,harga,positif
dengan,harga,positif
harga,harga,positif
kopi,rasa,positif
enak,rasa,positif
untuk,rasa,positif
camlian,rasa,positif
tempat,kenyamanan,positif
sangat,kenyamanan,positif
nyaman,kenyamanan,positif
buat,kenyamanan,positif
bercengkrama,kenyamanan,positif
sama,kenyamanan,positif
sobat,kenyamanan,positif
sobat,kenyamanan,positif
panas,kenyamanan,negatif
tempat,kenyamanan,negatif
layan,pelayanan,positif
ramah,pelayanan,positif
semua,pelayanan,positif
menu,umum,positif
variasi,umum,positif
minum,umum,positif
kopi,umum,positif
tongkrong,umum,positif
asik,umum,positif
di,umum,positif
tanamera,umum,positif
tempat,umum,positif
enak,umum,positif
buat,umum,positif
tongkrong,umum,positif
malam,umum,positif
keren,umum,positif
tempat,umum,positif
bagus,umum,positif
layan,pelayanan,positif
ramah,pelayanan,positif
tempat,umum,positif
enak,umum,positif
buat,umum,positif
minum,umum,positif
kopi,umum,positif
kumpul,umum,positif
nyaman,kenyamanan,positif
buat,kenyamanan,positif
ketemu,kenyamanan,positif
klien,kenyamanan,positif
tempat,umum,positif
tongkrong,umum,positif
baru,umum,positif
bisa,umum,positif
jadi,umum,positif
pilih,umum,positif
nyaman,kenyamanan,positif
buat,kenyamanan,positif
kumpul,kenyamanan,positif
ketemu,kenyamanan,positif
relasi,kenyamanan,positif
bisnis,kenyamanan,positif
enak,rasa,positif
enak,rasa,positif
tempat,umum,positif
asik,umum,positif
ramai,umum,netral
enak,umum,positif
banget,umum,positif
buat,umum,positif
tongkrong,umum,positif
sama,umum,positif
americano,rasa,netral
nya,rasa,netral
kecil,rasa,netral
kayak,rasa,netral
espresso,rasa,netral
tempat,kenyamanan,positif
nya,kenyamanan,positif
asik,kenyamanan,positif
nyaman,kenyamanan,positif
rekomendasi,kenyamanan,positif
tarik,umum,positif
buat,umum,positif
cinta,umum,positif
kopi,umum,positif
kurang,umum,netral
fleksibel,umum,netral
kena,umum,netral
biaya,umum,netral
contoh,umum,netral
pakai,umum,netral
listrik,umum,netral
uang,umum,netral
tunai,umum,netral
layan,pelayanan,positif
ramah,pelayanan,positif
parfum,pelayanan,positif
banget,pelayanan,positif
tempat,umum,positif
tunggu,umum,positif
buka,umum,positif
puasa,umum,positif
bagus,umum,positif
bagus,umum,positif
design,umum,positif
kafe,umum,positif
nya,umum,positif
mantap,umum,positif
enak,umum,positif
buat,umum,positif
tongkrong,umum,positif
bagus,umum,positif
pandang,umum,positif
baik,umum,positif
bersih,umum,positif
segar,umum,positif
nyaman,kenyamanan,positif
asik,kenyamanan,positif
buat,kenyamanan,positif
santai,kenyamanan,positif
teman,kenyamanan,positif
pandang,umum,positif
jalan,umum,positif
kota,umum,positif
surabaya,umum,positif
baik,umum,positif
tempat,umum,positif
orang,pelayanan,positif
ramah,pelayanan,positif
banget,pelayanan,positif
suasana,kenyamanan,positif
nyaman,kenyamanan,positif
layan,pelayanan,positif
cepat,pelayanan,positif
respon,pelayanan,positif
kopi,rasa,positif
nya,rasa,positif
lumayan,rasa,positif
nyaman,kenyamanan,positif
bersih,kenyamanan,positif
makan,rasa,negatif
kurang,rasa,negatif
enak,rasa,negatif
buat,umum,positif
formal,umum,positif
temu,umum,positif
dingin,rasa,positif
putih,rasa,positif
nya,rasa,positif
enak,rasa,positif
tempat,umum,positif
enak,umum,positif
buat,umum,positif
nongkrong,umum,positif
tempat,umum,positif
tempat,kenyamanan,positif
tongkrong,kenyamanan,positif
nyaman,kenyamanan,positif
tempat,kenyamanan,positif
bersih,kenyamanan,positif
steril,kenyamanan,positif
nyaman,kenyamanan,positif
tempat,umum,positif
enak,umum,positif
kualitas,umum,positif
baik,umum,positif
aman,umum,positif
nya,umum,positif
oke,umum,positif
enak,rasa,positif
enak,rasa,positif
tempat,umum,positif
asik,umum,positif
mantap,rasa,positif
kopi,rasa,positif
nya,rasa,positif
suasana,umum,positif
buat,umum,positif
santai,umum,positif
menu,rasa,negatif
kurang,rasa,negatif
spesial,rasa,negatif
pas,rasa,positif
rasa,rasa,positif
kopi,rasa,positif
suasana,umum,positif
nya,umum,positif
senang,umum,positif
kopi,rasa,negatif
kurang,rasa,negatif
tendang,rasa,negatif
biasa,umum,netral
aja,umum,netral
mantap,umum,positif
tempat,kenyamanan,positif
nyaman,kenyamanan,positif
buat,kenyamanan,positif
nongkrong,kenyamanan,positif
layan,pelayanan,negatif
lama,pelayanan,negatif
saladnya,rasa,positif
enak,rasa,positif
wifinya,umum,negatif
hubung,umum,negatif
tempat,umum,positif
enak,umum,positif
suasana,umum,positif
mahal,harga,negatif
rasa,rasa,netral
relatif,rasa,netral
hambar,rasa,netral
baik,rasa,positif
cappucino,rasa,positif
matchanya,rasa,positif
luar,rasa,positif
biasa,rasa,positif
tempat,kenyamanan,positif
nyaman,kenyamanan,positif
bersih,kenyamanan,positif
kopi,rasa,positif
juara,rasa,positif
murah,harga,positif
nyaman,kenyamanan,positif
tempat,kenyamanan,positif
nyaman,kenyamanan,positif
keren,umum,positif
lah,umum,positif
nongkrong,umum,positif
buka,umum,netral
lama,umum,netral
idul,umum,netral
fitri,umum,netral
tempat,umum,netral
minum,umum,netral
kopi,umum,netral
baru,umum,netral
surabaya,umum,netral
lumayan,umum,positif
cukup,kenyamanan,positif
nyaman,kenyamanan,positif
lumayan,umum,positif
sih,umum,positif
keren,umum,positif
tempat,umum,positif
nya,umum,positif
layan,pelayanan,negatif
buruk,pelayanan,negatif
tantang,pelayanan,negatif
dingin,umum,negatif
ruang,umum,negatif
mati,umum,negatif
minum,rasa,positif
kopi,rasa,positif
modern,rasa,positif
tempat,umum,positif
bagus,umum,positif
pahit,rasa,negatif
rekomendasi,umum,positif
keren,umum,positif
cocok,umum,positif
tongkrong,umum,positif
rekomendasi,umum,positif
santai,umum,positif
sip,umum,positif
tempat,umum,positif
tongkrong,umum,positif
asik,umum,positif
lumayan,umum,positif
nyaman,kenyamanan,positif
habis,kenyamanan,positif
selamat,umum,netral
tongkrong,umum,netral
eksklusif,umum,positif
baik,umum,positif
baik,umum,positif
keren,umum,positif
minum,rasa,netral
enak,rasa,netral
makan,rasa,netral
begitu,rasa,netral
nasi,rasa,netral
goreng,rasa,netral
enak,rasa,netral
sandwich,rasa,netral
tuna,rasa,netral
sangat,rasa,netral
enak,rasa,netral
telur,rasa,netral
benny,rasa,netral
kesan,rasa,netral
minum,rasa,netral
sembuh,rasa,netral
segala,rasa,netral
suasana,umum,positif
sangat,umum,positif
bagus,umum,positif
saji,umum,positif
alkohol,umum,positif
datang,umum,positif
sini,umum,positif
sabtu,umum,positif
malam,umum,positif
musik,umum,positif
langsung,umum,positif
aktif,umum,positif
kopi,rasa,positif
enak,rasa,positif
harap,rasa,positif
cenderung,rasa,positif
lebih,rasa,positif
intens,rasa,positif
asam,rasa,positif
biasa,rasa,positif
saji,rasa,positif
banyak,rasa,positif
kafe,rasa,positif
cari,rasa,positif
tendang,rasa,positif
lebih,rasa,positif
kuat,rasa,positif
kopi,rasa,positif
anda,rasa,positif
tanamera,rasa,positif
tempat,rasa,positif
yang,rasa,positif
tepat,rasa,positif
makan,rasa,positif
yang,rasa,positif
biasa,rasa,positif
biasa,rasa,positif
di,rasa,positif
baik,rasa,positif
meski,rasa,positif
tidak,rasa,positif
berat,rasa,positif
coba,rasa,positif
makan,rasa,positif
berat,rasa,positif
waktu,rasa,positif
ikut,rasa,positif
datang,rasa,positif
dapat,rasa,positif
rasa,rasa,positif
kualitas,rasa,positif
lalu,rasa,positif
minum,rasa,positif
makan,rasa,positif
suasana,kenyamanan,positif
gelap,kenyamanan,positif
cukup,kenyamanan,positif
nyaman,kenyamanan,positif
gaul,kenyamanan,positif
luar,kenyamanan,positif
sama,kenyamanan,positif
teman,kenyamanan,positif
teman,kenyamanan,positif
tempat,umum,positif
bagus,umum,positif
makan,rasa,positif
kopi,rasa,positif
enak,rasa,positif
harga,harga,positif
adil,harga,positif
layan,pelayanan,negatif
layan,pelayanan,negatif
meja,pelayanan,negatif
hari,pelayanan,negatif
21,pelayanan,negatif
maret,pelayanan,negatif
ramah,pelayanan,negatif
tidak,pelayanan,negatif
bisa,pelayanan,negatif
ucap,pelayanan,negatif
terima,pelayanan,negatif
kasih,pelayanan,negatif
atau,pelayanan,negatif
respon,pelayanan,negatif
baik,pelayanan,negatif
kami,pelayanan,negatif
omong,pelayanan,negatif
duduk,pelayanan,negatif
di,pelayanan,negatif
dalam,pelayanan,negatif
toko,pelayanan,negatif
harap,pelayanan,negatif
tanamera,pelayanan,negatif
tingkat,pelayanan,negatif
jalur,pelayanan,negatif
layan,pelayanan,negatif
ramah,pelayanan,negatif
kunci,pelayanan,negatif
terima,pelayanan,negatif
kasih,pelayanan,negatif
suka,umum,positif
bagaimana,umum,positif
siap,umum,positif
kopi,umum,positif
botol,umum,positif
sangat,umum,positif
nyaman,umum,positif
pergi,umum,positif
tempat,umum,positif
ramah,umum,positif
anjing,umum,positif
akan,umum,positif
rekomendasi,umum,positif
milik,umum,positif
anjing,umum,positif
tanggung,umum,positif
jawab,umum,positif
kopi,umum,positif
tidak,umum,positif
pernah,umum,positif
kecewa,umum,positif
salam,umum,positif
cinta,umum,positif
kopi,umum,positif
anjing,umum,positif
kendara,umum,positif
lalu,umum,positif
sedia,umum,positif
punya,rasa,netral
kopi,rasa,netral
buat,rasa,netral
manual,rasa,netral
rasa,rasa,netral
cukup,rasa,netral
berani,rasa,netral
coba,rasa,netral
kerinci,rasa,netral
v60,rasa,netral
mangkuk,rasa,netral
nasi,rasa,netral
lada,rasa,netral
hitam,rasa,netral
daging,rasa,netral
sapi,rasa,netral
rasa,rasa,netral
enak,rasa,netral
agak,rasa,netral
terlalu,rasa,netral
manis,rasa,netral
aku,rasa,netral
mungkin,rasa,netral
tambah,rasa,netral
rasa,rasa,netral
pedas,rasa,netral
keripik,rasa,netral
ikan,rasa,netral
luar,rasa,netral
biasa,rasa,netral
rekomendasi,umum,positif
kafe,umum,positif
tahu,umum,positif
enak,umum,positif
suka,rasa,positif
kopi,rasa,positif
utama,rasa,positif
dingin,rasa,positif
buat,rasa,positif
burger,rasa,positif
gourmet,rasa,positif
hidang,rasa,positif
favorit,rasa,positif
saat,rasa,positif
di,rasa,positif
menu,rasa,positif
harga,harga,netral
rata,harga,netral
rata,harga,netral
akhir,umum,positif
tanamerah,umum,positif
buka,umum,positif
surabaya,umum,positif
sedang,umum,positif
tunggu,umum,positif
tempat,umum,positif
bagus,umum,positif
santa,umum,positif
layan,pelayanan,positif
hebat,pelayanan,positif
tempat,umum,positif
bagus,umum,positif
sore,umum,positif
hari,umum,positif
suka,umum,positif
suasana,umum,positif
hijau,umum,positif
pohon,umum,positif
luar,umum,positif
indah,umum,positif
cukup,umum,positif
ramai,umum,positif
mereka,pelayanan,positif
saji,pelayanan,positif
